20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.018, 0.018, 0.018, 0.021, 0.025, 0.028, 0.032, 0.049, 0.063, 0.083, 0.114, 0.156, 0.213, 0.286, 0.372, 0.463, 0.552, 0.624, 0.680, 0.720, 0.752, 0.801, 0.772, 0.792, 0.782, 0.765, 0.712, 0.650, 0.594, 0.525, 0.443
0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.054, 0.060, 0.067, 0.076, 0.085, 0.095, 0.107, 0.121, 0.135, 0.152, 0.171, 0.191, 0.213, 0.241, 0.270
