20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.013, 0.010, 0.010, 0.010, 0.010, 0.010, 0.096, 0.324, 0.461, 0.601, 0.756, 0.856, 0.894, 0.939, 0.963, 0.965, 0.924, 0.940, 0.952, 0.866, 0.846, 0.830, 0.620, 0.436, 0.528
0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.054, 0.060, 0.067, 0.076, 0.085, 0.095, 0.107, 0.121, 0.135, 0.152, 0.171, 0.191, 0.213, 0.241, 0.270
