20, 25, 31.5, 40, 50, 63, 80, 100, 125, 160, 200, 250, 315, 400, 500, 630, 800, 1000, 1250, 1600, 2000, 2500, 3150, 4000, 5000, 6300, 8000, 10000, 12500, 16000, 20000
0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.066, 0.099, 0.114, 0.144, 0.205, 0.259, 0.268, 0.405, 0.414, 0.557, 0.644, 0.733, 0.839, 0.874, 0.905, 0.923, 0.894, 0.855, 0.859, 0.864, 0.815, 0.650, 0.661, 0.642, 0.279
0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.050, 0.054, 0.060, 0.067, 0.076, 0.085, 0.095, 0.107, 0.121, 0.135, 0.152, 0.171, 0.191, 0.213, 0.241, 0.270
